Name,StartTime,EndTime,BodyWeight,Exercise,Equipment,Reps,Weight,Time,Distance,Status,IsWarmup,RPE,RIR,Categories,Note
Pull,2025-03-02T10:25:59Z,2025-03-02T11:27:54Z,"94,0",Face Pull,Cable,12,"15,0",,,Done,false,,,"Deltoids,Trapezius,Infraspinatus",
Pull,2025-03-02T10:25:59Z,2025-03-02T11:27:54Z,"94,0",Face Pull,Cable,12,"21,25",,,Done,false,,,"Deltoids,Trapezius,Infraspinatus",
Pull,2025-03-02T10:25:59Z,2025-03-02T11:27:54Z,"94,0",Face Pull,Cable,12,"21,25",,,Done,false,,,"Deltoids,Trapezius,Infraspinatus",
Pull,2025-03-02T10:25:59Z,2025-03-02T11:27:54Z,"94,0",Single lat pulldown,None,10,"15,0",,,Done,false,,,Lat,
Pull,2025-03-02T10:25:59Z,2025-03-02T11:27:54Z,"94,0",Single lat pulldown,None,10,"17,5",,,Done,false,,,Lat,
Pull,2025-03-02T10:25:59Z,2025-03-02T11:27:54Z,"94,0",Single lat pulldown,None,12,"17,5",,,Done,false,,,Lat,
Pull,2025-03-02T10:25:59Z,2025-03-02T11:27:54Z,"94,0",Back Extension,Machine,12,"0,0",,,Done,false,,,"Hamstrings,Gluteals,Back (Lower)",
Pull,2025-03-02T10:25:59Z,2025-03-02T11:27:54Z,"94,0",Back Extension,Machine,8,"25,0",,,Done,false,,,"Hamstrings,Gluteals,Back (Lower)",
Pull,2025-03-02T10:25:59Z,2025-03-02T11:27:54Z,"94,0",Back Extension,Machine,6,"25,0",,,Done,false,,,"Hamstrings,Gluteals,Back (Lower)",
Push,2025-03-03T11:27:44Z,2025-03-03T12:13:19Z,"94,0",Incline Dumbell Press,Dumbbell,8,"17,5",,,Done,false,,,"Pectorals,Deltoids,Triceps",
Push,2025-03-03T11:27:44Z,2025-03-03T12:13:19Z,"94,0",Incline Dumbell Press,Dumbbell,6,"22,5",,,Done,false,,,"Pectorals,Deltoids,Triceps",
Push,2025-03-03T11:27:44Z,2025-03-03T12:13:19Z,"94,0",Incline Dumbell Press,Dumbbell,4,"22,5",,,Done,false,,,"Pectorals,Deltoids,Triceps",
Push,2025-03-03T11:27:44Z,2025-03-03T12:13:19Z,"94,0",Incline Dumbell Press,Dumbbell,6,"20,0",,,Done,false,,,"Pectorals,Deltoids,Triceps",
Push,2025-03-03T11:27:44Z,2025-03-03T12:13:19Z,"94,0",Chest Fly,Cable,12,"10,0",,,Done,false,,,"Pectorals,Deltoids,Triceps,Biceps",
Push,2025-03-03T11:27:44Z,2025-03-03T12:13:19Z,"94,0",Chest Fly,Cable,10,"12,5",,,Done,false,,,"Pectorals,Deltoids,Triceps,Biceps",
Push,2025-03-03T11:27:44Z,2025-03-03T12:13:19Z,"94,0",Chest Fly,Cable,7,"12,5",,,Done,false,,,"Pectorals,Deltoids,Triceps,Biceps",
Push,2025-03-03T11:27:44Z,2025-03-03T12:13:19Z,"94,0",Seated Shoulder press,Dumbbell,10,"12,5",,,Done,false,,,Deltoids,
Push,2025-03-03T11:27:44Z,2025-03-03T12:13:19Z,"94,0",Seated Shoulder press,Dumbbell,8,"12,5",,,Done,false,,,Deltoids,
Push,2025-03-03T11:27:44Z,2025-03-03T12:13:19Z,"94,0",Seated Shoulder press,Dumbbell,8,"12,5",,,Done,false,,,Deltoids,
Push,2025-03-03T11:27:44Z,2025-03-03T12:13:19Z,"94,0",Triceps Extension,Cable,11,"15,0",,,Done,false,,,Triceps,
Push,2025-03-03T11:27:44Z,2025-03-03T12:13:19Z,"94,0",Triceps Extension,Cable,9,"17,5",,,Done,false,,,Triceps,
Push,2025-03-03T11:27:44Z,2025-03-03T12:13:19Z,"94,0",Triceps Extension,Cable,8,"15,0",,,Done,false,,,Triceps,
Push,2025-03-03T11:27:44Z,2025-03-03T12:13:19Z,"94,0",Triceps Kickback,Cable,10,"2,5",,,Done,false,,,Triceps,
Push,2025-03-03T11:27:44Z,2025-03-03T12:13:19Z,"94,0",Triceps Kickback,Cable,10,"2,5",,,Done,false,,,Triceps,
Push,2025-03-03T11:27:44Z,2025-03-03T12:13:19Z,"94,0",Triceps Kickback,Cable,10,"2,5",,,Done,false,,,Triceps,
Push,2025-03-03T11:27:44Z,2025-03-03T12:13:19Z,"94,0",Lateral Raise,Cable,10,"2,5",,,Done,false,,,"Deltoids,Obliques",
Push,2025-03-03T11:27:44Z,2025-03-03T12:13:19Z,"94,0",Lateral Raise,Cable,10,"2,5",,,Done,false,,,"Deltoids,Obliques",
Push,2025-03-03T11:27:44Z,2025-03-03T12:13:19Z,"94,0",Lateral Raise,Cable,10,"2,5",,,Done,false,,,"Deltoids,Obliques",
Push,2025-03-03T11:27:44Z,2025-03-03T12:13:19Z,"94,0",Forearms with barbell,Barbell,15,"25,0",,,Done,false,,,Forearms,
Push,2025-03-03T11:27:44Z,2025-03-03T12:13:19Z,"94,0",Forearms with barbell,Barbell,15,"25,0",,,Done,false,,,Forearms,
Push,2025-03-03T11:27:44Z,2025-03-03T12:13:19Z,"94,0",Forearms with barbell,Barbell,12,"25,0",,,Done,false,,,Forearms,
Push,2025-03-03T11:27:44Z,2025-03-03T12:13:19Z,"94,0",Shoulder stability,None,0,"0,0",,,Done,false,,,Deltoids,
Pull,2025-03-06T11:39:22Z,2025-03-06T12:49:00Z,"94,0",Chin up,None,5,"0,0",,,Done,false,,,"Biceps,Lat",
Pull,2025-03-06T11:39:22Z,2025-03-06T12:49:00Z,"94,0",Chin up,None,5,"0,0",,,Done,false,,,"Biceps,Lat",
Pull,2025-03-06T11:39:22Z,2025-03-06T12:49:00Z,"94,0",Chin up,None,3,"0,0",,,Done,false,,,"Biceps,Lat",
Pull,2025-03-06T11:39:22Z,2025-03-06T12:49:00Z,"94,0",Barbell Row,Barbell,10,"40,0",,,Done,false,,,"Lat,Trapezius,Biceps,Rhomboids,Spinal erectors",
Pull,2025-03-06T11:39:22Z,2025-03-06T12:49:00Z,"94,0",Barbell Row,Barbell,9,"60,0",,,Done,false,,,"Lat,Trapezius,Biceps,Rhomboids,Spinal erectors",
Pull,2025-03-06T11:39:22Z,2025-03-06T12:49:00Z,"94,0",Barbell Row,Barbell,8,"60,0",,,Done,false,,,"Lat,Trapezius,Biceps,Rhomboids,Spinal erectors",
Pull,2025-03-06T11:39:22Z,2025-03-06T12:49:00Z,"94,0",Barbell Row,Barbell,8,"50,0",,,Done,false,,,"Lat,Trapezius,Biceps,Rhomboids,Spinal erectors",
Pull,2025-03-06T11:39:22Z,2025-03-06T12:49:00Z,"94,0",Incline dumbell curl,None,12,"12,5",,,Done,false,,,Biceps,
Pull,2025-03-06T11:39:22Z,2025-03-06T12:49:00Z,"94,0",Incline dumbell curl,None,10,"12,5",,,Done,false,,,Biceps,
Pull,2025-03-06T11:39:22Z,2025-03-06T12:49:00Z,"94,0",Incline dumbell curl,None,10,"10,0",,,Done,false,,,Biceps,
Pull,2025-03-06T11:39:22Z,2025-03-06T12:49:00Z,"94,0",Reverse curl,None,8,"5,0",,,Done,false,,,"Biceps,Forearms",
Pull,2025-03-06T11:39:22Z,2025-03-06T12:49:00Z,"94,0",Reverse curl,None,10,"8,0",,,Done,false,,,"Biceps,Forearms",
Pull,2025-03-06T11:39:22Z,2025-03-06T12:49:00Z,"94,0",Reverse curl,None,10,"8,0",,,Done,false,,,"Biceps,Forearms",
Pull,2025-03-06T11:39:22Z,2025-03-06T12:49:00Z,"94,0",Face Pull,Cable,15,"21,25",,,Done,false,,,"Deltoids,Trapezius,Infraspinatus",
Pull,2025-03-06T11:39:22Z,2025-03-06T12:49:00Z,"94,0",Face Pull,Cable,10,"25,0",,,Done,false,,,"Deltoids,Trapezius,Infraspinatus",
Pull,2025-03-06T11:39:22Z,2025-03-06T12:49:00Z,"94,0",Face Pull,Cable,12,"21,25",,,Done,false,,,"Deltoids,Trapezius,Infraspinatus",
Pull,2025-03-06T11:39:22Z,2025-03-06T12:49:00Z,"94,0",Single lat pulldown,None,10,"15,0",,,Done,false,,,Lat,
Pull,2025-03-06T11:39:22Z,2025-03-06T12:49:00Z,"94,0",Single lat pulldown,None,10,"17,5",,,Done,false,,,Lat,
Pull,2025-03-06T11:39:22Z,2025-03-06T12:49:00Z,"94,0",Single lat pulldown,None,12,"21,25",,,Done,false,,,Lat,
Pull,2025-03-06T11:39:22Z,2025-03-06T12:49:00Z,"94,0",Back Extension,Machine,12,"0,0",,,Done,false,,,"Hamstrings,Gluteals,Back (Lower)",
Pull,2025-03-06T11:39:22Z,2025-03-06T12:49:00Z,"94,0",Back Extension,Machine,8,"25,0",,,Done,false,,,"Hamstrings,Gluteals,Back (Lower)",
Pull,2025-03-06T11:39:22Z,2025-03-06T12:49:00Z,"94,0",Back Extension,Machine,6,"25,0",,,Done,false,,,"Hamstrings,Gluteals,Back (Lower)",
Legs,2025-03-10T10:58:25Z,2025-03-10T11:42:21Z,"94,0",Squat,Barbell,8,"60,0",,,Done,false,,,"Gluteals,Quadriceps,Hamstrings,Core stabilizer,Spinal erectors",
Legs,2025-03-10T10:58:25Z,2025-03-10T11:42:21Z,"94,0",Squat,Barbell,8,"80,0",,,Done,false,,,"Gluteals,Quadriceps,Hamstrings,Core stabilizer,Spinal erectors",
Legs,2025-03-10T10:58:25Z,2025-03-10T11:42:21Z,"94,0",Squat,Barbell,8,"60,0",,,Done,false,,,"Gluteals,Quadriceps,Hamstrings,Core stabilizer,Spinal erectors",
Legs,2025-03-10T10:58:25Z,2025-03-10T11:42:21Z,"94,0",Squat,Barbell,8,"60,0",,,Done,false,,,"Gluteals,Quadriceps,Hamstrings,Core stabilizer,Spinal erectors",
Legs,2025-03-10T10:58:25Z,2025-03-10T11:42:21Z,"94,0",Bulgarian Split Squat,None,8,"35,0",,,Done,false,,,"Gluteals,Quadriceps,Hamstrings,Adductors,Calves",
Legs,2025-03-10T10:58:25Z,2025-03-10T11:42:21Z,"94,0",Bulgarian Split Squat,None,6,"55,0",,,Done,false,,,"Gluteals,Quadriceps,Hamstrings,Adductors,Calves",
Legs,2025-03-10T10:58:25Z,2025-03-10T11:42:21Z,"94,0",Single Leg RDL,None,8,"60,0",,,Done,false,,,Hamstrings,
Legs,2025-03-10T10:58:25Z,2025-03-10T11:42:21Z,"94,0",Single Leg RDL,None,8,"70,0",,,Done,false,,,Hamstrings,
Legs,2025-03-10T10:58:25Z,2025-03-10T11:42:21Z,"94,0",Single Leg RDL,None,6,"80,0",,,Done,false,,,Hamstrings,
Legs,2025-03-10T10:58:25Z,2025-03-10T11:42:21Z,"94,0",Leg Extension,Machine,8,"89,0",,,Done,false,,,Quadriceps,
Legs,2025-03-10T10:58:25Z,2025-03-10T11:42:21Z,"94,0",Leg Extension,Machine,8,"82,0",,,Done,false,,,Quadriceps,
Legs,2025-03-10T10:58:25Z,2025-03-10T11:42:21Z,"94,0",Leg Extension,Machine,8,"82,0",,,Done,false,,,Quadriceps,
Legs,2025-03-10T10:58:25Z,2025-03-10T11:42:21Z,"94,0",Leg Curl,Machine,8,"46,0",,,Done,false,,,"Calves,Hamstrings",
Legs,2025-03-10T10:58:25Z,2025-03-10T11:42:21Z,"94,0",Leg Curl,Machine,8,"46,0",,,Done,false,,,"Calves,Hamstrings",
Legs,2025-03-10T10:58:25Z,2025-03-10T11:42:21Z,"94,0",Leg Curl,Machine,8,"46,0",,,Done,false,,,"Calves,Hamstrings",
Push,2025-03-12T11:24:46Z,2025-03-12T12:34:42Z,"95,0",Incline Dumbell Press,Dumbbell,7,"17,5",,,Done,false,,,"Pectorals,Deltoids,Triceps",
Push,2025-03-12T11:24:46Z,2025-03-12T12:34:42Z,"95,0",Incline Dumbell Press,Dumbbell,7,"22,5",,,Done,false,,,"Pectorals,Deltoids,Triceps",
Push,2025-03-12T11:24:46Z,2025-03-12T12:34:42Z,"95,0",Incline Dumbell Press,Dumbbell,6,"22,5",,,Done,false,,,"Pectorals,Deltoids,Triceps",
Push,2025-03-12T11:24:46Z,2025-03-12T12:34:42Z,"95,0",Incline Dumbell Press,Dumbbell,6,"22,5",,,Done,false,,,"Pectorals,Deltoids,Triceps",
Push,2025-03-12T11:24:46Z,2025-03-12T12:34:42Z,"95,0",Chest Fly,Cable,10,"12,5",,,Done,false,,,"Pectorals,Deltoids,Triceps,Biceps",
Push,2025-03-12T11:24:46Z,2025-03-12T12:34:42Z,"95,0",Chest Fly,Cable,12,"10,0",,,Done,false,,,"Pectorals,Deltoids,Triceps,Biceps",
Push,2025-03-12T11:24:46Z,2025-03-12T12:34:42Z,"95,0",Chest Fly,Cable,10,"10,0",,,Done,false,,,"Pectorals,Deltoids,Triceps,Biceps",
Push,2025-03-12T11:24:46Z,2025-03-12T12:34:42Z,"95,0",Seated Shoulder press,Dumbbell,8,"12,5",,,Done,false,,,Deltoids,
Push,2025-03-12T11:24:46Z,2025-03-12T12:34:42Z,"95,0",Seated Shoulder press,Dumbbell,6,"15,0",,,Done,false,,,Deltoids,
Push,2025-03-12T11:24:46Z,2025-03-12T12:34:42Z,"95,0",Seated Shoulder press,Dumbbell,6,"12,5",,,Done,false,,,Deltoids,
Push,2025-03-12T11:24:46Z,2025-03-12T12:34:42Z,"95,0",Triceps Extension,Cable,10,"15,0",,,Done,false,,,Triceps,
Push,2025-03-12T11:24:46Z,2025-03-12T12:34:42Z,"95,0",Triceps Extension,Cable,10,"15,0",,,Done,false,,,Triceps,
Push,2025-03-12T11:24:46Z,2025-03-12T12:34:42Z,"95,0",Triceps Extension,Cable,8,"15,0",,,Done,false,,,Triceps,
Push,2025-03-12T11:24:46Z,2025-03-12T12:34:42Z,"95,0",Triceps Kickback,Cable,10,"2,5",,,Done,false,,,Triceps,
Push,2025-03-12T11:24:46Z,2025-03-12T12:34:42Z,"95,0",Triceps Kickback,Cable,10,"2,5",,,Done,false,,,Triceps,
Push,2025-03-12T11:24:46Z,2025-03-12T12:34:42Z,"95,0",Triceps Kickback,Cable,10,"2,5",,,Done,false,,,Triceps,
Push,2025-03-12T11:24:46Z,2025-03-12T12:34:42Z,"95,0",Lateral Raise,Cable,10,"2,5",,,Done,false,,,"Deltoids,Obliques",
Push,2025-03-12T11:24:46Z,2025-03-12T12:34:42Z,"95,0",Lateral Raise,Cable,10,"5,0",,,Done,false,,,"Deltoids,Obliques",
Push,2025-03-12T11:24:46Z,2025-03-12T12:34:42Z,"95,0",Lateral Raise,Cable,10,"2,5",,,Done,false,,,"Deltoids,Obliques",
Push,2025-03-12T11:24:46Z,2025-03-12T12:34:42Z,"95,0",Forearms with barbell,Barbell,15,"25,0",,,Done,false,,,Forearms,
Push,2025-03-12T11:24:46Z,2025-03-12T12:34:42Z,"95,0",Forearms with barbell,Barbell,12,"25,0",,,Done,false,,,Forearms,
Push,2025-03-12T11:24:46Z,2025-03-12T12:34:42Z,"95,0",Forearms with barbell,Barbell,12,"25,0",,,Done,false,,,Forearms,
Push,2025-03-12T11:24:46Z,2025-03-12T12:34:42Z,"95,0",Shoulder stability,None,0,"0,0",,,Done,false,,,Deltoids,
Pull,2025-03-14T15:44:37Z,2025-03-14T16:40:52Z,"94,0",T-Bar Row,None,11,"40,0",,,Done,false,,,"Trapezius,Lat",
Pull,2025-03-14T15:44:37Z,2025-03-14T16:40:52Z,"94,0",T-Bar Row,None,6,"50,0",,,Done,false,,,"Trapezius,Lat",
Pull,2025-03-14T15:44:37Z,2025-03-14T16:40:52Z,"94,0",T-Bar Row,None,6,"50,0",,,Done,false,,,"Trapezius,Lat",
Pull,2025-03-14T15:44:37Z,2025-03-14T16:40:52Z,"94,0",T-Bar Row,None,4,"40,0",,,Done,false,,,"Trapezius,Lat",
Pull,2025-03-14T15:44:37Z,2025-03-14T16:40:52Z,"94,0",T-Bar Row,None,8,"40,0",,,Done,false,,,"Trapezius,Lat",
Pull,2025-03-14T15:44:37Z,2025-03-14T16:40:52Z,"94,0",Chin up,None,6,"0,0",,,Done,false,,,"Biceps,Lat",
Pull,2025-03-14T15:44:37Z,2025-03-14T16:40:52Z,"94,0",Chin up,None,3,"0,0",,,Done,false,,,"Biceps,Lat",
Pull,2025-03-14T15:44:37Z,2025-03-14T16:40:52Z,"94,0",Incline dumbell curl,None,12,"12,5",,,Done,false,,,Biceps,
Pull,2025-03-14T15:44:37Z,2025-03-14T16:40:52Z,"94,0",Incline dumbell curl,None,7,"15,0",,,Done,false,,,Biceps,
